OPERATOR,ATYPE,INCIDENT_DATE,STATE,AIRPORT,PHASE_OF_FLT,HEIGHT,SPEED,SPECIES,BIRDS_STRUCK,EFFECT,DAMAGE,COST_REPAIRS,PERSON,REMAINS_COLLECTED,REMARKS
JETBLUE AIRWAYS,BEECHCRAFT,05/26/15 00:00:00,CA,NAPA COUNTY ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,N1SH LANDED RWY 24 AND REPORTED HITTING A BIRD ON THE ROLL OUT NEAR THE INTERSECTION OF RWY 24 & RWY 36L. LC CONDUCTED A VISUAL SCAN OF THE RUNWAY AND DIDN'T SEE ANY BIRDS. AIRPORT OPS WAS NOTIFIED ABOUT THE BIRD STRIKE SINCE THEY WERE GONE FOR THE DAY. A
JETBLUE AIRWAYS,A-320,05/28/15 00:00:00,FL,TAMPA INTL,,,,Unknown bird,1,NONE,N,,Tower,0,JBU391 AN A320 BIRD STRIKE OVER RWY. PILOT STATED BIRD STRUCK JUST ABOVE CAPT WINDSHIELD.  MAINT LOOKED AT A/C DETERMINED NO DAMAGE. A/C N587JB.
ALASKA AIRLINES,EMB-170,05/28/15 00:00:00,TN,MEMPHIS INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"AFTER LANDING RWY 18C, RPA4503, AN E170, REPORTED POSSIBLE BIRDSTRIKE AT APPROXIMATELY AT 1 1/2 MILE FINAL.  NO KNOWN DAMAGE REPORTED. NO INJURIES REPORTED. RPA4503 TAXIED TO RAMP WOI."
ALLEGIANT AIR,B-737-800,05/29/15 00:00:00,AK,TED STEVENS ANCHORAGE INTL,APPROACH,100,,Unknown bird,1,NONE,N,,Tower,0,ASA165 ON ROLL OUT RY 7R INFORMED TOWER OF A BIRD STRIKE AT 100 FEET ON SHORT FINAL. REPORTED NO DAMAGE.
BUSINESS,A-320,05/30/15 00:00:00,PA,HARRISBURG INTL,CLIMB,,,Unknown bird,1,NONE,N,,Tower,0,AIRCRAFT DEPARTED RY13. DURING CLIMBOUT PILOT REPORTED A BIRD STRIKE ON THE WINDSHIELD ABOVE HIS HEAD. NO APPARENT DAMAGES AND AIRCRAFT CONTINUED TO ITS DESTINATION.
BUSINESS,HELICOPTER,05/28/15 00:00:00,,UNKNOWN,En Route,,,Unknown bird,1,PRECAUTIONARY LANDING,N,,Tower,0,"CAREFLIGHT 23, A HELICOPTOR, DEPARTED EASTBOUND AND REPORTED A BIRD STRIKE 5 NM EAST OF ABQ AIRPORT. PILOT RETURNED BACK TO ABQ AS A PRECAUTION AND DEPARTED APPROX. 2 MINUTES LATER. NO INJURIES NOR AIRCRAFT DAMAGE REPORTED."
BUSINESS,CRJ100/200,05/30/15 00:00:00,IA,THE EASTERN IOWA ARPT,,,,Unknown bird - small,1,NONE,N,,Tower,0,STRUCK SMALL BIRD.  NO DAMAGE.
AMERICAN AIRLINES,GULFAERO IV,05/30/15 00:00:00,FL,VERO BEACH MUNICIPAL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,N978CC GLF4 HIT A BIRD WHIILE TOUCHING DOWN ON RUNWAY 12R. 
AMERIFLIGHT,A-321,05/30/15 00:00:00,NV,MC CARRAN INTL ARPT,TAKE-OFF RUN,0,,Unknown bird,1,NONE,N,,Tower,0,"AT 0755Z AAL677 WAS CLEARED FOR TAKEOFF ON RWY 25R, THE LOCAL 1 CONTROLLER TOLD AAL677 TO CONTACT DEPARTURE, AND BEFORE AAL677 SWITCHED HE TOLD LC1 THAT HE STRUCK A BIRD AT ROTATION.  THE TOWER CONTROLLER NEVER RECIEVED AND OTHER INFORMATION ABOUT ANY DAM"
BUSINESS,SWEARINGIN,05/29/15 00:00:00,UT,SALT LAKE CITY INTL,,,,Unknown bird,1,NONE,N,,Tower,0,AMF1837 (N377PH) REPORTED A BIRD STRIKE ON 16L. PILOT CALLED AND REPORTED NO DAMAGE OR EVIDENCE OF THE BIRD STRIKE.
DELTA AIR LINES,BE-50 TWIN BONANZA,05/31/15 00:00:00,FL,FORT LAUDERDALE/HOLLYWOOD INTL,TAXI,0,,Unknown bird,1,NONE,N,,Tower,0,N2663R WAS TAXIING ON TWY A BETWEEN TWY Q AND THE VICTORY RAMP AND REPORTED A BIRD STRIKE ON ONE OF HIS PROPS.
REPUBLIC AIRLINES,B-717-200,05/31/15 00:00:00,GA,HARTSFIELD - JACKSON ATLANTA INTL ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"BIRD STRIKE, DAL1642, B712, OVER THE NUMBER RWY 8L. SIZE AND SPECIES UNKNOWN. PIC REPORTED NO DAMAGE. DOA ADVISED. A/C TAXIED TO RAMP 3 GATE C34."
ENVOY AIR,EMB-170,05/31/15 00:00:00,PA,PHILADELPHIA INTL,APPROACH,,,Unknown bird,1,NONE,M?,,Tower,0,RPA4556 WAS ON APPROACH RWY 27R AND AT APROX 10 MILE FINAL A BIRD STRUCK THE RT FRONT SIDE WINDOW. CAUSING DAMAGE TO THE OUTER WINDOW PANE. THE DAMAGE IS LOCALIZED TO THE OUTER WINDOW CAUSING A SPIDER-WEB AFFECT.  THE INSIDE WINDOW IS INTACT.  ITS UNKNOWN
BUSINESS,EMB-145,05/31/15 00:00:00,TX,DALLAS/FORT WORTH INTL ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"ENY3061 ,E145, reported a bird strike on 1/2 mile final to runway 36L.  No assistance required.  ENY3061 was told to contact the tower if any damage to the aircraft was found.  Port authority notified."
AIR CANADA JAZZ,DHC8 DASH 8,06/01/15 00:00:00,MD,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,DEPARTURE,,,Unknown bird,1,PRECAUTIONARY LANDING,N,,Tower,0,"JZA7933 DH8, BWI TO CYYZ. PILOT REPORTED BIRD STRIKE ON DEPARTURE. AT THIS TIME NO REPORTED DAMAGE. JZA7933 DIVERTED BACK TO BWI. JZA7933 LANDED WITHOUT INCIDENT AT 1740Z.

"
BUSINESS,C-172,06/02/15 00:00:00,TX,ARLINGTON MUNICIPAL ARPT (TX),APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"N75602 LANDED ON RWY 16 AND REPORTED STRIKING A BIRD OVER THE RUNWAY THRESHOLD. N75602 TAXIED TO THE RAMP AND AFTER INSPECTING THE AIRCRAFT HE REPORTED BLOOD ON A FLAP, BUT NO DAMAGE WAS OBSERVED. AIRPORT OPERATIONS INSPECTED THE RUNWAY AND FOUND NO EVIDE"
BUSINESS,DA-900,06/02/15 00:00:00,NC,PIEDMONT TRIAD INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"N278FJ HIT A SMALL FLOCK OF BIRDS ON A FOUR MILE FINAL TO RUNEWAY 23L, TYPE BIRD UNKNOWN, BUT REPORTED AS A SMALL BIRD. NO DAMAGE DONE."
BUSINESS,C-172,06/02/15 00:00:00,IA,THE EASTERN IOWA ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,The safety officer at CID called to inform the tower that they observed N1443E strike a bird while landing runway 13. A dead bird was recovered from the runway. After landing N1443E reported that there was no damage to the aircraft.
BUSINESS,GRUMMAN,06/02/15 00:00:00,CA,HAYWARD EXECUTIVE ARPT,Climb,,,Unknown bird - small,1,PRECAUTIONARY LANDING,N,,Tower,0,VFR AA5 Grumman on upwind Ry 28R reported bird strike.  Aircraft returned right traffic to land Ry 28L. Airport vehicle sweep conducted. Small dead brown bird removed. 
ENVOY AIR,EMB-145,06/03/15 00:00:00,IL,CHICAGO O'HARE INTL ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,ENY3154 REPORTED HITTING A BIRD LANDING ROLLOUT 9L
AMERICAN AIRLINES,A-321,06/02/15 00:00:00,CA,ONTARIO INTL ARPT,,,,Owls,1,NONE,N,,Tower,0,AAL639 REPORTED TO TOWER OF A POSSIBLE BIRD STRIKE ON RWY26R JUST PASSING TWY LIMA. BIRD WAS A LARGE OWL. POSSIBLY GRAZED THE RIGHT SIDE OF THE FUSELAGE. NO DAMAGE REPORTED.
BUSINESS,AEROS SA365,06/03/15 00:00:00,CA,LOS ANGELES INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"C6570, AS65, RPTD A BIRD STRIKE WHEN TURNING INBND TO THE ARPT FM THE SHORELINE RTE.  CG OPS RPTS HOIST BOOM DAMAGED, REPAIR COST APPX $100,000.00"
BUSINESS,CL-600,06/03/15 00:00:00,NH,MANCHESTER AIRPORT,APPROACH,,,Unknown bird - small,1,NONE,N,,Tower,0,"N525SD, A CL60, REPORTED A BIRD STRIKE AT 015 MSL WHILE ON FINAL RY 17 AT MHT. PILOT REPORTED A SMALL BIRD HIT THE WINDSHIELD WITH NO DAMAGE. N525SD REQUIRED NO ASSISTANCE OF ANY KIND, LANDED WITHOUT INCIDENT."
JETBLUE AIRWAYS,EMB-190,06/04/15 00:00:00,MA,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"JBU918, E190, N334JB, ADVISED POSSIBLE BIRD STRIKE ON SHORT FINAL TO RY 4L.  WILL ADVISE OF ANY DAMAGE UPON ARRIVAL TO GATE C29."
BUSINESS,C-550,06/04/15 00:00:00,,UNKNOWN,LOCAL,80,,Unknown bird,1,NONE,N,,Tower,0,"Hit a bird two thirds of the way down runway 15 at approximately 80 feet AGL. The bird hit the front of the aircraft. No known damage at this time. If damage is found, the pilot was provided with the facility's phone number and told to advise."
REPUBLIC AIRLINES,DHC8 DASH 8,06/04/15 00:00:00,CO,DENVER INTL AIRPORT,Approach,,,Unknown bird,1,NONE,N,,Tower,0,AIRCRAFT REPORTED STRIKING A BIRD ON THE APPROACH END OF RWY 35L. NO DEBRIS FOUND BY OPS. NO DAMAGE REPORTED BY THE AIRPLANE.  TAIL NUMBER N213WQ LC2 133.3 
DELTA AIR LINES,MD-88,06/04/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,,,,Unknown bird,1,NONE,N,,Tower,0,"DAL150, MD88 ENCOUNTERED BIRD STRIKE AT THE THRESHOLD OF RWY 01. THE PILOT ,JAMES HOLT (334-663-1235) REPORTED NO DAMAGE TO THE AIRCRAFT."
PSA AIRLINES,CRJ100/200,06/04/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,,,,Unknown bird,1,NONE,N,,Tower,0,"JIA5034, CRJ2 ENCOUNTERED BIRD STRIKE ON RWY 01 AT THE INTERSECTION OF RWY 04/22. THE PILOT ANDREW DECHTER (513-274-8033) REPORTED NO DAMAGE TO THE AIRCRAFT. AIRPORT OPERATIONS (MWAA) NOTIFIED AND RWY 01 WILL BE INSPECTED FOR DEAD BIRDS."
BUSINESS,C-172,06/04/15 00:00:00,CA,LIVERMORE MUNICIPAL ARPT,TAKE-OFF RUN,0,,Unknown bird,2-10,NONE,N,,Tower,0,"N2974D departed RWY 25R straight out. Controller observed birds falling out of the air onto the runway. Pilot asked if he hit any birds controller responded ""Affirmative"". Pilot said he wasn't sure whether he hit a bird or not but it was close. The pilot "
PSA AIRLINES,CRJ100/200,06/04/15 00:00:00,PA,PHILADELPHIA INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,JIA5242 REPORTED A BIRDSTRIKE DURING ROLLOUT ON RUNWAY 35. AIRCRAFT TAXIIED TO THE GATE WITHOUT INCIDENT.
SOUTHWEST AIRLINES,B-737,06/05/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,BIRD STRIKE: SWA2240 ENCOUNTERED A BIRD STRIKE OVER THE RUNWAY WHILE LANDING RWY01. NO ASSISTANCE WAS REQUIRED. THE PILOT CONTACTED THE TOWER AND STATED THAT THERE WAS NO OBSERVED DAMAGE TO THE AIRCRAFT. PILOT NAME: RODNEY STOUT PILOT CONTACT NUMBER: (830
REPUBLIC AIRLINES,EMB-170,06/05/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,BIRD STRIKE: RPA4463 ENCOUNTERED A BIRD STRIKE OVER THE RUNWAY WHILE LANDING RWY01. NO ASSISTANCE WAS REQUIRED. THE PILOT CONTACTED THE TOWER AND STATED THAT THERE WAS NO OBSERVED DAMAGE TO THE AIRCRAFT. PILOT NAME: WADE MCDOWELL PILOT CONTACT NUMBER: (50
AMERICAN AIRLINES,EMB-190,06/05/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,BIRD STRIKE: AWE2144 ENCOUNTERED A BIRD STRIKE OVER THE RUNWAY WHILE LANDING RWY01. NO ASSISTANCE WAS REQUIRED. THE PILOT CONTACTED THE TOWER AND STATED THAT THERE WAS NO OBSERVED DAMAGE TO THE AIRCRAFT. PILOT NAME: MICHAEL MOHEN PILOT CONTACT NUMBER: (48
AIR WISCONSIN AIRLINES,CRJ100/200,06/05/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,BIRD STRIKE: AWI3934 ENCOUNTERED A BIRD STRIKE OVER THE RUNWAY WHILE LANDING RWY01. NO ASSISTANCE WAS REQUIRED. THE PILOT CONTACTED THE TOWER AND STATED THAT THERE WAS NO OBSERVED DAMAGE TO THE AIRCRAFT. PILOT NAME:SCOTT SOUTHARD PILOT CONTACT NUMBER:815-
AMERICAN AIRLINES,B-737-800,06/05/15 00:00:00,DC,RONALD REAGAN WASHINGTON NATIONAL ARPT,APPROACH,100,,Unknown bird,1,NONE,N,,Tower,0,"AAL1267, B738 ENCOUNTERED BIRD STRIKE AT 100FT ON FINAL FOR RWY 01. THE PILOT, MARK SIGLEY (301-514-3150) CONTACTED DCA TOWER AND REPORTED NO OBSERVED DAMAGE TO THE AIRCRAFT."
PSA AIRLINES,CRJ100/200,06/05/15 00:00:00,TN,MC GHEE TYSON ARPT,APPROACH,,,Barn swallow,1,NONE,N,,Tower,0,AFTER LANDING JIA5369 REPORTED A BIRD STRIKE ON 1/2 MILE FINAL. THE PILOT  CALLED AND SAID IT WAS A SMALL BARN BIRD AND NO DAMAGE TO THE ACFT.
DELTA AIR LINES,MD-88,06/06/15 00:00:00,SC,CHARLESTON AFB/INTL ARPT,DEPARTURE,,,Gulls,1,NONE,N,,Tower,0,"DAL2575 departed RWY33 and reported hitting one seagull on front windshield, no damage reported. One seagull was found on the runway.  DAL2575 was advised that bird advisories were in effect prior to takeoff."
BUSINESS,C-320,06/06/15 00:00:00,CA,WHITEMAN AIRPORT,LANDING ROLL,0,,Rock pigeon,1,NONE,N,,Tower,0,"N4189T REPORTED BIRDSTRIKE RIGHT WING LEADING EDGE LANDING RUNWAY 12. NEGATIVE DAMAGE REPORTED BY AIRCRAFT. SPECIES TYPE PIGEON, DEBRIS OR REMAINS REMOVED UPON RUNWAY INSPECTION. "
JETBLUE AIRWAYS,A-320,06/07/15 00:00:00,PR,LUIS MUNOZ MARIN INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,JBU275 AN A320 REPORTED A BIRD STRIKE WHILE LANDING RUNWAY 10. JBU275 LANDED SAFELY AND TAXIED TO THE RAMP. NO DAMAGE TO THE AIRCRAFT REPORTED.
UNITED AIRLINES,B-737,06/07/15 00:00:00,WA,SEATTLE-TACOMA INTL,,,,Barn owl,1,NONE,N,,Tower,0,UAL1157 ARRIVED RY34L AND REPORTED A BIRD STRIKE AFTER EXITING. POS CONDUCTED A RUNWAY INSPECTION AND DISCOVERED THE REMAINS OF A BARN OWL. UAL OPERATIONS REPORTED NO DAMAGE.
SOUTHWEST AIRLINES,B-737,06/08/15 00:00:00,MO,LAMBERT-ST LOUIS INTL,TAKE-OFF RUN,0,,Unknown bird,1,NONE,N,,Tower,0,SWA123 SAID HE MIGHT HAVE HIT A BIRD AT LIFTOFF. THE BIRD STRIKE WAS CONFIRMED WITH THE CITY.
,C-208,06/08/15 00:00:00,FL,NORTHWEST FLORIDA BEACHES INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,LTD434 (IFR) REPORTED POSSIBLE BIRD STRIKE AT 1/2 MILE FINAL TO RUNWAY 16. PILOT FOUND FEATHERS ON THE AIRCRAFT AFTER LANDING . LTD434 LANDED SAFELY AND TAXIED TO PARKING. NO BASHER STATEMENT GIVEN.
EXPRESSJET AIRLINES,CRJ100/200,06/09/15 00:00:00,TN,TRI-CITIES REGIONAL TN/VA ARPT,CLIMB,,,Unknown bird,1,NONE,N,,Tower,0,ASQ5171 REPORTED A BIRD STRIKE ON ROTATION. NO SIGNIFICANT DAMAGE. THE FLIGHT CONTINUED TO ATL.
EXPRESSJET AIRLINES,CRJ700,06/10/15 00:00:00,MO,KANSAS CITY INTL,CLIMB,,,Unknown bird - small,1,NONE,N,,Tower,0,ASQ5258 OUTBOUND TO KLGA REPORTED HITTING A SMALL BROWN BIRD DURING ROTATION OVER RUNWAY 19R. AIRCRAFT CONTINUED ENROUTE TO DESTINATION. A210 NOTIFIED.  
BUSINESS,EXPERIMENTAL,06/10/15 00:00:00,CA,LIVERMORE MUNICIPAL ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,N84749 WAS ON A HALF MILE FINAL FOR RWY 25L WHEN THE PILOT REPORTED A BIRD STRIKE. N749 LANDED SAFELY WITHOUT INCIDENT AND LATER REPORTED NO DAMAGE.
BUSINESS,CITATION EXL,06/11/15 00:00:00,AL,BIRMINGHAM-SHUTTLESWORTH INTL,APPROACH,1100,,Unknown bird,1,NONE,N,,Tower,0,Aircraft was on final for landing on runway 20. At approximately 1100ft AGL a bird hit the leading edge of the right wing of the aircraft. No damage or injury was reported.
ABX AIR,B-767-200,06/11/15 00:00:00,TX,VALLEY INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,"ABX921 REPORTED BIRD STRIKE ON LANDING ROLLOUT RY 17R, NO DAMAGE REPORTED."
EXPRESSJET AIRLINES,EMB-145,06/12/15 00:00:00,TX,LAREDO INTL,LANDING ROLL,0,,Unknown bird,1,Aborted Take-off,N,,Tower,0,"REPORTED BIRD STRIKE ON DEPARTURE ROLL, ABORTED TAKEOFF, TAXIED BACK INTO PARKING NO DAMAGE REPORTED."
GOJET AIRLINES,CRJ700,06/12/15 00:00:00,NY,LA GUARDIA ARPT,CLIMB,400,,Unknown bird,1,NONE,N,,Tower,0,N90 SECTOR ADVISED THAT GJS6247 CRJ7 HAD A BIRD STRIKE AT 400FT ON DEPARTURE. AT THE TIME OF THE BIRD STRIKE GJS6247 WAS ON 120.4 FREQUENCY.
SPIRIT AIRLINES,A-321,06/12/15 00:00:00,PR,LUIS MUNOZ MARIN INTL,TAKE-OFF RUN,0,,Unknown bird,1,NONE,N,,Tower,0,NKS892 REPORTED A BIRD STRIKE OFF THE DEPARTURE END OF RWY8.  HE REPORTED HITTING THE BIRD ON DEPARTURE ROLL 1000FT DOWN THE RWY.  THE AIRCRAFT CONTINUED ON TO HIS DESTINATION.  
DELTA AIR LINES,B-737-800,06/12/15 00:00:00,UT,SALT LAKE CITY INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,"DAL2239 WHILE ROLLING OUT REPORTED A POSIBLE BIRD STRIKE 3,000 FEET DOWN THE RUNWAY. OPS60 WAS NOTIFIED AND INSPECTED THE RUNWAY. DAL2239 WILL CALL THE TOWER IF THERE WAS ANY DAMAGE."
DELTA AIR LINES,MD-88,06/13/15 00:00:00,KY,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,DAL228 A MD88 LANDING RWY 18L HAD A BIRD STRIKE ON THE NOSE OF THE AIRCRAFT. PILOT REPORTED NO DAMAGE TO THE AIRCRAFT.
SOUTHWEST AIRLINES,B-737,06/13/15 00:00:00,CA,JOHN WAYNE-ORANGE COUNTY ARPT,APPROACH,1700,,Unknown bird - medium,1,NONE,N,,Tower,0,"SWA1468 REPORTED A BIRD STRIKE TO CD1. THE PILOT ADVISED THAT HE WAS @ 1700'/3 MILE FINAL WHEN HE ENCOUNTERED A BIRD OF MEDIUM SIZE.  THE PILOT WAS ASKED IF THERE WAS ANY DAMAGE TO THE AIRCRAFT, HE STATED THAT HE DIDNT KNOW. "
MESA AIRLINES,EMB-170,06/15/15 00:00:00,TX,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,ASH3789 BIRDSTRIKE ON LANDING RY 8R. NO DAMAGE.
REPUBLIC AIRLINES,EMB-170,06/15/15 00:00:00,NY,ALBANY INTL,TAKE-OFF RUN,0,,Unknown bird - small,1,NONE,N,,Tower,0,RPA4518 DEPARTED RY19 AT ALB. ON DEPARTURE ROLL THE PILOT ADVISED THAT THEY HAD STRUCK A SMALL BLACK BIRD NEAR THE INTERSECTION OF RY19 AND RY28. THE PILOT DID NOT SUSPECT ANY DAMAGE AND CONTINUED ON COURSE TO PHL.
AMERICAN AIRLINES,B-757-200,06/15/15 00:00:00,VI,HENRY E ROHLSEN ARPT,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,AAL943 REPORTED A BIRD STRIKE WHEN LANDING AT TIST AT 1821Z. THE FLIGHT WAS NOT EFFECTED. NO DAMAGE REPORTED.
PSA AIRLINES,CRJ900,06/16/15 00:00:00,TX,AUSTIN-BERGSTROM INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"LANDING RWY 35R JIA5365 REPORTED A BIRD STRIKE, NO DAMAGE REPORTED."
AMERICAN AIRLINES,MD-80,06/16/15 00:00:00,TX,AUSTIN-BERGSTROM INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,"LANDING RWY 35L AAL399 REPORTED A BIRD STRIKE, NO DAMAGE REPORTED."
SOUTHWEST AIRLINES,B-737,06/16/15 00:00:00,TX,AUSTIN-BERGSTROM INTL,DEPARTURE,,,Unknown bird,1,NONE,N,,Tower,0,SWA454 DEPARTED RWY 35R AND REPORTED A BIRD STRIKE OVER THE DEPARTURE END OF THE RWY. NO DAMAGE REPORTED.
DELTA AIR LINES,MD-80,06/16/15 00:00:00,FL,TAMPA INTL,APPROACH,1000,,Unknown bird,1,NONE,N,,Tower,0,PILOT OF DAL1835 ADVSD BIRD STRIKE AT 1000 FT ON A 2 1/2 MILE FINAL. PILOT WILL CALL IF DAMAGES PRESENT. HCAA ADVSD. PILOT CALLED TO SAY IT STRUCK LEADING EDGE OF RGT WING WITH NO DAMAGES.
AIR WISCONSIN AIRLINES,CRJ100/200,06/16/15 00:00:00,OH,PORT COLUMBUS INTL,APPROACH,,,Unknown bird - small,1,NONE,N,,Tower,0,AWI4044 REPORTED HITTING A SMALL BLACK BIRD WHILE LANDING RWY28R.
GOJET AIRLINES,CRJ700,06/17/15 00:00:00,SC,CHARLESTON AFB/INTL ARPT,DEPARTURE,,,Unknown bird,1,NONE,N,,Tower,0,GJS3694 DEPARTING RY33 AT CHS HAD A BIRDSTRIKE.
SKYWEST AIRLINES,CRJ900,06/17/15 00:00:00,ND,BISMARCK MUNICIPAL ARPT,TAKE-OFF RUN,0,,Unknown bird,1,NONE,N,,Tower,0,"STRUCK SMALL BIRD ON TAKEOFF, NO ISSUES, CONTINUED ON TO MSP."
SHUTTLE AMERICA,EMB-145,06/17/15 00:00:00,OH,PORT COLUMBUS INTL,APPROACH,,,Unknown bird,2-10,Other,N,,Tower,0,"TCF4209, AND E145, EXECUTED A GO AROUND WHILE ON SHORT FINAL FOR RWY 28R.  PILOT REPORTED TOO MANY BIRDS AND ADVISED THEY MAY HAVE HIT ONE OR TWO ON THE CLIMBOUT.  AIRPORT AUTHORITY WAS CALLED TO INSPECT RWY.  TCF4209 THEN LANDED RWY 28L AND REPORTED A BI"
BUSINESS,PA-34 SENECA,06/18/15 00:00:00,GA,DEKALB-PEACHTREE ARPT,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,"PILOT OF N200WS REPORTED BIRD STRIKE AFTER LANDING RY 21R. 
PILOT ADVISED GROUND CONTROL THAT THE STRIKE OCCURED ON RY 21R JUST PAST TWY BRAVO. 
NO DAMAGE INFORMATION WAS GIVEN. 
PILOT INFORMATION: TIM REESE, 678-536-6876 
AT 2327Z, PILOT OF N200WS ADVISE"
DELTA AIR LINES,MD-88,06/18/15 00:00:00,SC,CHARLESTON AFB/INTL ARPT,DEPARTURE,,,Unknown bird,1,NONE,N,,Tower,0,DAL2575 A MD88 WAS DEPARTING RY33 AT CHS AND HAD A BIRD STRIKE.  DAL2575 CONTINUED HIS FLIGHT. DAMAGE UNKNOWN.
EXPRESSJET AIRLINES,EMB-145,06/19/15 00:00:00,OK,TULSA INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,PILOT REPORTED BIRD STRIKE AFTER LANDING RWY 36R AND DID NOT REPORT ANY DAMAGE.  TAA ADVISED BY TOWER.
BUSINESS,GULFSTREAM G 280,06/19/15 00:00:00,GA,DEKALB-PEACHTREE ARPT,DEPARTURE,,,Unknown bird - small,1,NONE,N,,Tower,0,N604D departed RWY 21L and reported a bird strike during rotation. The pilot advised they didn't require any assistance and they were continuing on to there destination. They advised they would call back after they look at the airplane. Airport vehicle Un
UNITED AIRLINES,B-757-300,06/18/15 00:00:00,HI,KAHULUI ARPT,LANDING ROLL,0,,Gulls,1,NONE,N,,Tower,0,UAL1182 REPORTED STRIKING A BIRD (APPEARED TO PILOT TO BE A SEAGULL) WITH AIRCRAFT NOSE ON LANDING ROLL TO RUNWAY 2. AOC COMPLETED RUNWAY INSPECTION AND RETRIEVED BIRD CARCASS. PILOT REPORTED NO EFFECT ON FLIGHT AND NO DAMAGE TO A/C.
DELTA AIR LINES,B-737-900,06/19/15 00:00:00,UT,SALT LAKE CITY INTL,APPROACH,,,Unknown bird,1,NONE,N,,Tower,0,BIRD STRIKE REPORTED ON 1/4 MILE FINAL BY DAL89. NO DAMAGE TO THE AIRCRAFT.
DELTA AIR LINES,A-320,06/20/15 00:00:00,UT,SALT LAKE CITY INTL,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,DAL1459 REPORTED A BIRD STRIKE WHILE ROLLING OUT ON RWY16R. BIRD REMAINS WERE FOUND AND REMOVED BY AIRPORT OPS. NO AIRCRAFT DAMAGE REPORTED.
GOVERNMENT,C-206 STATIO,06/21/15 00:00:00,NE,EPPLEY AIRFIELD,,3000,,Unknown bird - medium,1,NONE,N,,Tower,0,N1756L MANUEVERING 7 MILES WEST OF OMA AT 3000' REPORTED BIRD STRIKE ON A WING STRUT WITH NO KNOWN DAMAGE. PILOT DID NOT GET A REAL GOOD LOOK AT THE BIRD BUT STATED IT WAS NOT QUITE AS BIG AS A DUCK. N1756L CONTINUED WITH HIS MISSION AND EVENTUALLY RETURN
ENVOY AIR,EMB-145,06/21/15 00:00:00,TX,SAN ANGELO REGNL ARPT/MATHIS FIELD,LANDING ROLL,0,,Unknown bird,1,NONE,N,,Tower,0,ENY3571 HIT A SMALL BIRD ON LANDING ROLL OUT.
MESA AIRLINES,CRJ900,06/22/15 00:00:00,TX,CORPUS CHRISTI INTL ARPT,TAKE-OFF RUN,0,,Gulls,1,NONE,N,,Tower,0,"ASH5770 CRJ9 ON TAKE OFF ROLL HIT A SEAGULL, NO DAMAGE REPORTED. AIRCRAFT CONTINUED TO DFW."
